SubjectCode,Subject,Series,Component,MaxRawMark,A,B,C,D,E
8689,Tamil Language AS Level,november-2023,21,70,44,37,31,25,19
8689,Tamil Language AS Level,november-2023,22,70,44,37,31,25,19
8689,Tamil Language AS Level,november-2023,31,40,25,21,18,15,12
8689,Tamil Language AS Level,november-2023,32,40,25,21,18,15,12
9694,Thinking Skills,november-2023,11,50,31,26,22,17,12
9694,Thinking Skills,november-2023,12,50,31,26,21,17,12
9694,Thinking Skills,november-2023,13,50,31,26,21,17,12
9694,Thinking Skills,november-2023,21,50,27,24,20,17,14
9694,Thinking Skills,november-2023,22,50,29,26,22,18,15
9694,Thinking Skills,november-2023,23,50,29,26,22,18,15
9694,Thinking Skills,november-2023,31,50,34,28,24,20,15
9694,Thinking Skills,november-2023,32,50,34,28,24,20,15
9694,Thinking Skills,november-2023,33,50,34,28,24,20,15
9694,Thinking Skills,november-2023,41,50,29,24,21,18,15
9694,Thinking Skills,november-2023,42,50,29,24,21,18,15
9694,Thinking Skills,november-2023,43,50,29,24,21,18,15
9395,Travel and Tourism,november-2023,02,50,42,37,32,27,22
9395,Travel and Tourism,november-2023,11,100,79,74,69,64,59
9395,Travel and Tourism,november-2023,12,100,79,74,69,64,59
9395,Travel and Tourism,november-2023,13,100,79,74,69,64,59
9395,Travel and Tourism,november-2023,31,50,32,27,23,20,15
9395,Travel and Tourism,november-2023,32,50,32,27,23,20,15
9395,Travel and Tourism,november-2023,33,50,32,27,23,20,15
9395,Travel and Tourism,november-2023,41,50,33,29,26,23,21
9395,Travel and Tourism,november-2023,42,50,33,29,26,23,21
9395,Travel and Tourism,november-2023,43,50,33,29,26,23,21
9676,Urdu A Level,november-2023,02,70,61,56,50,45,37
9676,Urdu A Level,november-2023,03,40,32,28,24,20,17
9676,Urdu A Level,november-2023,04,75,56,50,45,40,36
9676,Urdu A Level,november-2023,05,40,31,27,23,19,16
9686,Urdu A Level,november-2023,02,70,61,56,50,45,37
9686,Urdu A Level,november-2023,03,40,32,28,24,20,17
9686,Urdu A Level,november-2023,04,75,56,50,45,40,36
8686,Urdu Language AS Level,november-2023,02,70,56,49,43,37,31
8686,Urdu Language AS Level,november-2023,03,40,28,24,20,17,14
9706,Accounting,june-2023,11,30,23,18,15,13,11
9706,Accounting,june-2023,12,30,23,18,15,13,11
9706,Accounting,june-2023,13,30,23,18,15,13,11
9706,Accounting,june-2023,21,90,63,54,43,33,22
9706,Accounting,june-2023,22,90,63,54,43,33,22
9706,Accounting,june-2023,23,90,63,54,43,33,22
9706,Accounting,june-2023,31,75,42,32,30,27,23
9706,Accounting,june-2023,32,75,42,32,30,27,23
9706,Accounting,june-2023,33,75,42,32,30,27,23
9706,Accounting,june-2023,41,50,34,30,24,19,14
9706,Accounting,june-2023,42,50,34,30,24,19,14
9706,Accounting,june-2023,43,50,34,30,24,19,14
9680,Arabic A Level,june-2023,22,70,42,36,30,24,18
9680,Arabic A Level,june-2023,32,40,33,29,25,21,17
9680,Arabic A Level,june-2023,42,75,53,48,44,40,36
9680,Arabic A Level,june-2023,52,40,34,30,26,22,19
8680,Arabic Language AS Level,june-2023,22,70,36,30,24,18,12
8680,Arabic Language AS Level,june-2023,32,40,29,25,21,17,13
9479,Art and Design,june-2023,01,100,75,65,55,45,35
9479,Art and Design,june-2023,02,100,72,62,52,42,32
9479,Art and Design,june-2023,03,100,75,65,55,45,35
9479,Art and Design,june-2023,50,75,54,45,36,27,18
9479,Art and Design,june-2023,60,75,54,45,36,27,18
9484,Biblical Studies,june-2023,12,50,35,32,29,26,22
9484,Biblical Studies,june-2023,22,50,32,29,26,23,21
9484,Biblical Studies,june-2023,32,50,32,28,24,21,17
9484,Biblical Studies,june-2023,42,50,32,28,24,20,17
9700,Biology,june-2023,11,40,32,29,25,22,19
9700,Biology,june-2023,12,40,26,22,19,17,15
9700,Biology,june-2023,13,40,29,26,23,21,18
9700,Biology,june-2023,21,60,39,34,28,20,14
9700,Biology,june-2023,22,60,38,33,27,21,16
9700,Biology,june-2023,23,60,41,36,31,25,19
9700,Biology,june-2023,31,40,32,29,25,22,19
9700,Biology,june-2023,32,40,33,31,27,25,21
9700,Biology,june-2023,33,40,31,28,25,22,19
9700,Biology,june-2023,34,40,32,29,26,24,20
9700,Biology,june-2023,35,40,31,29,26,24,22
9700,Biology,june-2023,41,100,67,56,49,41,33
9700,Biology,june-2023,42,100,64,54,46,37,28
9700,Biology,june-2023,43,100,64,54,46,37,28
9700,Biology,june-2023,50,75,54,45,38,31,25
9700,Biology,june-2023,51,30,21,17,15,13,11
9700,Biology,june-2023,52,30,20,17,14,12,10
9700,Biology,june-2023,53,30,22,19,16,14,12
9700,Biology,june-2023,60,75,54,47,39,32,24
9609,Business,june-2023,11,40,34,31,28,25,23
9609,Business,june-2023,12,40,34,32,29,26,24
9609,Business,june-2023,13,40,34,32,29,26,24
9609,Business,june-2023,21,60,44,40,36,32,27
9609,Business,june-2023,22,60,44,40,36,32,27
9609,Business,june-2023,23,60,48,46,41,36,31
9609,Business,june-2023,31,60,42,38,34,29,23
9609,Business,june-2023,32,60,42,38,33,28,23
9609,Business,june-2023,33,60,45,39,34,29,22
9609,Business,june-2023,41,40,30,28,24,20,17
9609,Business,june-2023,42,40,30,28,24,20,17
9609,Business,june-2023,43,40,30,28,24,20,17
9609,Business,june-2023,50,75,54,45,36,27,18
9609,Business,june-2023,60,75,54,45,36,27,18
9701,Chemistry,june-2023,11,40,28,26,21,17,13
9701,Chemistry,june-2023,12,40,27,23,19,15,11
9701,Chemistry,june-2023,13,40,28,26,22,18,13
9701,Chemistry,june-2023,21,60,35,26,22,17,12
9701,Chemistry,june-2023,22,60,36,24,19,14,9
9701,Chemistry,june-2023,23,60,35,26,22,17,12
9701,Chemistry,june-2023,31,40,25,22,18,15,12
9701,Chemistry,june-2023,32,40,25,23,18,14,10
9701,Chemistry,june-2023,33,40,22,17,14,12,10
9701,Chemistry,june-2023,34,40,22,17,14,12,10
9701,Chemistry,june-2023,35,40,22,18,15,12,10
9701,Chemistry,june-2023,41,100,59,51,42,32,22
9701,Chemistry,june-2023,42,100,60,47,38,28,18
9701,Chemistry,june-2023,43,100,59,51,42,32,22
9701,Chemistry,june-2023,50,75,55,45,39,33,28
9701,Chemistry,june-2023,51,30,19,16,13,11,8
9701,Chemistry,june-2023,52,30,21,18,15,13,10
9701,Chemistry,june-2023,53,30,19,16,13,11,8
9701,Chemistry,june-2023,60,75,55,46,40,35,29
9715,Chinese A Level,june-2023,22,70,48,42,36,30,24
9715,Chinese A Level,june-2023,32,40,32,28,24,20,17
9715,Chinese A Level,june-2023,42,75,51,46,42,38,34
8681,Chinese Language AS Level,june-2023,22,70,42,36,30,24,18
8681,Chinese Language AS Level,june-2023,32,40,28,24,20,17,14
9618,Computer Science,june-2023,11,75,42,36,30,24,18
9618,Computer Science,june-2023,12,75,42,36,30,24,18
9618,Computer Science,june-2023,13,75,42,36,30,24,18
9618,Computer Science,june-2023,21,75,43,34,28,22,16
9618,Computer Science,june-2023,22,75,43,34,28,22,16
9618,Computer Science,june-2023,23,75,43,34,28,22,16
9618,Computer Science,june-2023,31,75,54,46,39,32,25
9618,Computer Science,june-2023,32,75,54,46,39,32,25
9618,Computer Science,june-2023,33,75,54,46,39,32,25
9618,Computer Science,june-2023,41,75,62,55,42,29,16
9618,Computer Science,june-2023,42,75,62,55,42,29,16
9618,Computer Science,june-2023,43,75,62,55,42,29,16
9618,Computer Science,june-2023,50,75,58,46,39,32,26
9618,Computer Science,june-2023,60,75,54,45,36,27,18
9705,Design and Technology,june-2023,02,40,32,28,24,20,16
9705,Design and Technology,june-2023,04,40,34,28,24,20,16
9705,Design and Technology,june-2023,12,120,100,94,83,73,63
9705,Design and Technology,june-2023,32,120,98,93,84,75,66
9481,Digital Media & Design,june-2023,01,100,70,60,49,38,28
9481,Digital Media & Design,june-2023,02,100,70,60,49,39,28
9481,Digital Media & Design,june-2023,03,100,70,60,50,39,28
9482,Drama,june-2023,02,60,50,44,37,31,25
9482,Drama,june-2023,03,60,51,45,39,33,26
9482,Drama,june-2023,04,60,48,39,33,26,20
9482,Drama,june-2023,11,60,39,34,29,24,19
9482,Drama,june-2023,12,60,39,34,29,24,19
9482,Drama,june-2023,13,60,39,34,29,24,19
9482,Drama,june-2023,50,75,54,45,36,27,18
9482,Drama,june-2023,60,75,54,45,36,27,18
9708,Economics,june-2023,11,30,23,19,16,13,10
9708,Economics,june-2023,12,30,22,19,16,13,10
9708,Economics,june-2023,13,30,22,19,16,13,10
9708,Economics,june-2023,21,60,26,21,17,13,10
9708,Economics,june-2023,22,60,25,21,17,14,11
9708,Economics,june-2023,23,60,25,21,17,14,11
9708,Economics,june-2023,31,30,25,22,19,16,14
9708,Economics,june-2023,32,30,25,22,20,18,16
9708,Economics,june-2023,33,30,25,22,19,16,14
9708,Economics,june-2023,41,60,39,32,29,25,20
9708,Economics,june-2023,42,60,37,32,29,25,20
9708,Economics,june-2023,43,60,39,32,29,25,20
9708,Economics,june-2023,50,75,47,40,34,28,22
9708,Economics,june-2023,60,75,55,47,38,29,20
8021,English General Paper AS Level,june-2023,11,30,22,19,17,15,13
8021,English General Paper AS Level,june-2023,12,30,22,19,17,15,13
8021,English General Paper AS Level,june-2023,13,30,22,19,17,15,13
8021,English General Paper AS Level,june-2023,21,50,28,26,24,21,18
8021,English General Paper AS Level,june-2023,22,50,32,30,28,25,22
8021,English General Paper AS Level,june-2023,23,50,28,26,24,21,18
8021,English General Paper AS Level,june-2023,50,75,54,45,36,27,18
9093,English Language A Level,june-2023,11,50,34,29,25,22,18
9093,English Language A Level,june-2023,12,50,34,29,25,22,18
9093,English Language A Level,june-2023,13,50,34,29,25,22,18
9093,English Language A Level,june-2023,21,50,34,29,25,21,18
9093,English Language A Level,june-2023,22,50,34,29,25,21,18
9093,English Language A Level,june-2023,23,50,34,29,25,21,18
9093,English Language A Level,june-2023,31,50,36,31,26,21,15
9093,English Language A Level,june-2023,32,50,36,31,26,21,15
9093,English Language A Level,june-2023,33,50,36,31,26,21,15
9093,English Language A Level,june-2023,41,50,36,31,26,20,15
9093,English Language A Level,june-2023,42,50,36,31,26,20,15
9093,English Language A Level,june-2023,43,50,36,31,26,20,15
9093,English Language A Level,june-2023,50,75,54,45,36,27,18
9093,English Language A Level,june-2023,60,75,54,45,36,27,18
8291,Environmental Management AS Level,june-2023,11,80,51,43,38,34,30
8291,Environmental Management AS Level,june-2023,12,80,51,43,38,34,30
8291,Environmental Management AS Level,june-2023,13,80,51,43,38,34,30
8291,Environmental Management AS Level,june-2023,21,80,53,47,42,36,30
8291,Environmental Management AS Level,june-2023,22,80,52,45,40,34,28
8291,Environmental Management AS Level,june-2023,23,80,52,45,40,34,28
8665,First Language Spanish AS Level,june-2023,21,70,52,48,41,35,28
8665,First Language Spanish AS Level,june-2023,41,75,51,46,42,38,34
9716,French A Level,june-2023,01,100,78,68,60,53,46
9716,French A Level,june-2023,21,70,42,35,30,25,21
9716,French A Level,june-2023,22,70,42,35,30,25,21
9716,French A Level,june-2023,23,70,42,35,30,25,21
9716,French A Level,june-2023,31,40,29,25,21,18,15
9716,French A Level,june-2023,32,40,29,25,21,18,15
9716,French A Level,june-2023,33,40,29,25,21,18,15
9716,French A Level,june-2023,41,75,54,48,44,39,33
9716,French A Level,june-2023,42,75,54,48,44,39,33
9716,French A Level,june-2023,43,75,54,48,44,39,33
8682,French Language AS Level,june-2023,01,100,68,60,53,46,39
8682,French Language AS Level,june-2023,21,70,35,30,25,21,17
8682,French Language AS Level,june-2023,22,70,35,30,25,21,17
8682,French Language AS Level,june-2023,23,70,35,30,25,21,17
8682,French Language AS Level,june-2023,31,40,25,21,18,15,12
8682,French Language AS Level,june-2023,32,40,25,21,18,15,12
8682,French Language AS Level,june-2023,33,40,25,21,18,15,12
9231,Further Mathematics A Level,june-2023,11,75,56,47,39,31,24
9231,Further Mathematics A Level,june-2023,12,75,56,47,39,31,24
9231,Further Mathematics A Level,june-2023,13,75,52,43,37,29,20
9231,Further Mathematics A Level,june-2023,21,75,66,58,50,42,33
9231,Further Mathematics A Level,june-2023,22,75,66,58,50,42,33
9231,Further Mathematics A Level,june-2023,23,75,66,58,50,42,33
9231,Further Mathematics A Level,june-2023,31,50,35,27,22,17,11
9231,Further Mathematics A Level,june-2023,32,50,35,27,22,17,11
9231,Further Mathematics A Level,june-2023,33,50,35,27,22,17,11
9231,Further Mathematics A Level,june-2023,41,50,42,37,30,23,16
9231,Further Mathematics A Level,june-2023,42,50,42,37,30,23,16
9231,Further Mathematics A Level,june-2023,43,50,42,37,30,23,16
9231,Further Mathematics A Level,june-2023,51,75,59,51,42,34,26
9231,Further Mathematics A Level,june-2023,60,75,59,48,40,31,23
9696,Geography,june-2023,11,60,34,30,26,22,18
9696,Geography,june-2023,12,60,34,30,26,22,18
9696,Geography,june-2023,13,60,34,30,26,22,18
9696,Geography,june-2023,21,60,33,29,25,21,17
9696,Geography,june-2023,22,60,33,29,24,20,16
9696,Geography,june-2023,23,60,33,29,24,20,16
9696,Geography,june-2023,31,60,33,28,24,21,18
9696,Geography,june-2023,32,60,31,26,23,19,16
9696,Geography,june-2023,33,60,31,26,23,19,16
9696,Geography,june-2023,41,60,32,27,24,21,17
9696,Geography,june-2023,42,60,32,27,24,21,17
9696,Geography,june-2023,43,60,32,27,24,21,17
9696,Geography,june-2023,50,75,54,45,36,27,18
9696,Geography,june-2023,60,75,54,45,36,27,18
9717,German A Level,june-2023,01,100,78,68,60,53,46
9717,German A Level,june-2023,02,70,52,46,40,34,27
9717,German A Level,june-2023,03,40,32,28,24,20,17
9717,German A Level,june-2023,04,75,52,47,43,39,35
8683,German Language AS Level,june-2023,01,100,68,60,53,46,39
8683,German Language AS Level,june-2023,02,70,46,39,33,27,21
8683,German Language AS Level,june-2023,03,40,28,24,20,17,14
8683,German Language AS Level,june-2023,50,75,45,36,27,18,9
9239,Global Perspectives & Research,june-2023,02,40,28,26,23,20,18
9239,Global Perspectives & Research,june-2023,03,40,26,24,22,20,18
9239,Global Perspectives & Research,june-2023,04,85,55,48,42,35,27
9239,Global Perspectives & Research,june-2023,11,45,33,30,27,24,21
9239,Global Perspectives & Research,june-2023,12,45,32,29,26,23,20
9239,Global Perspectives & Research,june-2023,13,45,32,29,26,23,20
9239,Global Perspectives & Research,june-2023,60,25,18,15,12,9,6
9487,Hinduism,june-2023,01,60,43,36,29,22,15
9487,Hinduism,june-2023,02,60,41,34,27,21,15
9487,Hinduism,june-2023,03,60,42,35,28,21,14
9487,Hinduism,june-2023,04,60,43,36,29,22,15
9489,History,june-2023,11,40,23,20,17,15,13
9489,History,june-2023,12,40,22,19,16,14,12
9489,History,june-2023,13,40,22,19,16,14,12
9489,History,june-2023,21,60,37,32,28,24,20
9489,History,june-2023,22,60,38,30,26,22,18
9489,History,june-2023,23,60,38,30,26,22,18
9489,History,june-2023,31,40,30,27,23,20,17
9489,History,june-2023,32,40,30,27,23,20,17
9489,History,june-2023,33,40,30,27,23,20,17
9489,History,june-2023,41,60,43,38,34,29,23
9489,History,june-2023,42,60,43,38,34,29,23
9489,History,june-2023,43,60,43,38,34,29,23
9489,History,june-2023,44,60,41,36,31,27,21
9489,History,june-2023,50,75,54,45,36,27,18
9489,History,june-2023,60,75,54,45,36,27,18
9626,Information Technology,june-2023,02,90,55,48,42,37,30
9626,Information Technology,june-2023,04,90,73,66,55,43,30
9626,Information Technology,june-2023,11,70,33,27,23,19,16
9626,Information Technology,june-2023,12,70,33,27,23,19,16
9626,Information Technology,june-2023,13,70,33,27,23,19,16
9626,Information Technology,june-2023,31,70,46,38,32,26,20
9626,Information Technology,june-2023,32,70,50,42,36,30,25
9626,Information Technology,june-2023,33,70,46,38,32,26,20
9626,Information Technology,june-2023,50,75,54,45,36,27,18
9626,Information Technology,june-2023,60,75,54,45,36,27,18
9980,International Project A Level,june-2023,01,80,57,50,43,36,30
9488,Islamic Studies,june-2023,12,50,40,35,31,26,22
9488,Islamic Studies,june-2023,22,50,39,34,29,25,21
9488,Islamic Studies,june-2023,32,50,37,32,27,22,17
9488,Islamic Studies,june-2023,42,50,37,32,28,24,19
8695,Language and Literature in English AS Level,june-2023,11,50,34,29,25,21,18
8695,Language and Literature in English AS Level,june-2023,12,50,34,29,25,21,18
8695,Language and Literature in English AS Level,june-2023,13,50,34,29,25,21,18
8695,Language and Literature in English AS Level,june-2023,21,50,37,33,28,24,19
8695,Language and Literature in English AS Level,june-2023,22,50,37,33,28,24,19
8695,Language and Literature in English AS Level,june-2023,23,50,37,33,28,24,19
8695,Language and Literature in English AS Level,june-2023,50,75,54,45,36,27,18
9084,Law,june-2023,11,75,47,43,37,30,23
9084,Law,june-2023,12,75,47,43,37,30,23
9084,Law,june-2023,13,75,47,43,37,30,23
9084,Law,june-2023,21,60,40,34,31,29,27
9084,Law,june-2023,22,60,41,34,31,29,27
9084,Law,june-2023,23,60,41,34,31,29,27
9084,Law,june-2023,31,75,45,39,34,29,24
9084,Law,june-2023,32,75,45,39,34,29,24
9084,Law,june-2023,33,75,45,39,34,29,24
9084,Law,june-2023,41,75,45,40,35,30,24
9084,Law,june-2023,42,75,45,40,35,30,24
9084,Law,june-2023,43,75,45,40,35,30,24
9695,Literature in English,june-2023,11,50,37,33,28,24,19
9695,Literature in English,june-2023,12,50,37,33,28,24,19
9695,Literature in English,june-2023,13,50,37,33,28,24,19
9695,Literature in English,june-2023,21,50,36,31,27,23,19
9695,Literature in English,june-2023,22,50,36,31,27,23,19
9695,Literature in English,june-2023,23,50,36,31,27,23,19
9695,Literature in English,june-2023,31,50,38,32,27,22,18
9695,Literature in English,june-2023,32,50,38,32,27,22,18
9695,Literature in English,june-2023,33,50,38,32,27,22,18
9695,Literature in English,june-2023,41,50,41,34,29,24,18
9695,Literature in English,june-2023,42,50,41,34,29,24,18
9695,Literature in English,june-2023,43,50,41,34,29,24,18
9695,Literature in English,june-2023,50,75,54,45,36,27,18
9695,Literature in English,june-2023,60,75,54,45,36,27,18
9693,Marine Science,june-2023,11,75,47,38,31,23,15
9693,Marine Science,june-2023,12,75,49,40,33,25,18
9693,Marine Science,june-2023,13,75,49,40,33,25,18
9693,Marine Science,june-2023,21,75,47,38,32,27,22
9693,Marine Science,june-2023,22,75,47,38,32,27,22
9693,Marine Science,june-2023,23,75,47,38,32,27,22
9693,Marine Science,june-2023,31,75,47,39,33,26,18
9693,Marine Science,june-2023,32,75,47,39,33,26,18
9693,Marine Science,june-2023,33,75,47,39,33,26,18
9693,Marine Science,june-2023,41,75,56,49,41,33,26
9693,Marine Science,june-2023,42,75,56,49,41,33,26
9693,Marine Science,june-2023,43,75,56,49,41,33,26
9709,Mathematics,june-2023,11,75,50,43,33,23,14
9709,Mathematics,june-2023,12,75,49,40,30,20,10
9709,Mathematics,june-2023,13,75,62,53,40,28,16
